NAME,FID,SID,DTG,TEMP,SENSOR8,SENSOR16,SENSOR24,DATE
SMS1902,19,2,2016-06-23 21:05:45,46.64996681179162,37.298750844669634,46.66883858982109,16.395217687961512,06-23
SMS1902,19,2,2016-06-23 21:06:35,46.64996681179162,35.420428312053936,46.66883858982109,21.862812532736267,06-23
SMS1902,19,2,2016-06-23 23:06:40,42.553684084209145,35.77357467757619,46.68392314354303,20.017957579149467,06-23
SMS1902,19,2,2016-06-24 01:06:40,40.03307282633554,35.471055307847216,46.68392314354303,19.25568228997737,06-24
SMS1902,19,2,2016-06-24 03:06:40,37.59581897352528,35.471055307847216,46.68392314354303,20.765289774685925,06-24
SMS1902,19,2,2016-06-24 05:06:39,35.30283838494419,34.962254754109466,46.69891108029061,16.530656023272506,06-24
SMS1902,19,2,2016-06-24 07:06:39,33.40478729387395,36.123705983408776,46.69891108029061,19.008478403668434,06-24
SMS1902,19,2,2016-06-24 09:06:39,31.60432118379232,34.80856128832964,46.69891108029061,18.764802286607008,06-24
SMS1902,19,2,2016-06-24 11:06:39,32.228036887142096,35.115473765579125,46.66883858982109,17.675557821257826,06-24
SMS1902,19,2,2016-06-24 13:06:39,35.84911569500919,34.34478563664893,46.66883858982109,18.327375189407988,06-24
SMS1902,19,2,2016-06-24 15:06:38,38.967432995378644,33.77293557476621,46.66883858982109,17.342609950279247,06-24
SMS1902,19,2,2016-06-24 21:06:38,39.796830259466994,32.191194127641374,46.66883858982109,16.667812157540588,06-24
SMS1902,19,2,2016-06-24 23:06:37,37.535917391693005,33.87728773616989,46.68392314354303,16.496635237362426,06-24
SMS1902,19,2,2016-06-25 01:06:38,35.30283838494419,30.964113125533363,46.69891108029061,16.70236909530889,06-25
SMS1902,19,2,2016-06-25 03:06:37,33.343116397002326,30.107288916200122,46.69891108029061,16.228341141893935,06-25
SMS1902,19,2,2016-06-25 05:06:37,31.666832617192426,29.304049968089608,46.71380295008368,15.807090436698346,06-25
SMS1902,19,2,2016-06-25 07:06:37,30.473637894932093,29.1970610218812,46.71380295008368,14.489885021464822,06-25
