NAME,FID,SID,DTG,TEMP,SENSOR8,SENSOR16,SENSOR24,DATE
SMS2001,20,1,2016-06-14 20:03:50,-459.67,3.4465198102,3.4869746861,3.4153265647000004,06-14
SMS2001,20,1,2016-07-06 17:51:20,82.0437814222,19.0084784037,33.1436508919,80.0,07-06
SMS2001,20,1,2016-07-06 19:51:29,80.46665481640001,15.4344688436,30.268007928400003,80.0,07-06
SMS2001,20,1,2016-07-06 21:51:29,77.4594481617,15.5569444355,27.1243071939,80.0,07-06
SMS2001,20,1,2016-07-06 23:51:29,79.1897792214,15.7124739705,23.2980645459,80.0,07-06
SMS2001,20,1,2016-07-07 01:51:29,84.521295971,15.5569444355,21.399702264800002,80.0,07-07
SMS2001,20,1,2016-07-07 03:51:29,76.65593054109999,15.8388456778,19.0084784037,80.0,07-07
SMS2001,20,1,2016-07-07 05:51:28,70.4145667258,15.106581522,18.4454672343,80.0,07-07
SMS2001,20,1,2016-07-07 07:51:28,67.55362720689999,15.4954902235,17.0181875223,80.0,07-07
SMS2001,20,1,2016-07-07 09:51:28,66.4355114136,15.4344688436,16.6333623104,80.0,07-07
SMS2001,20,1,2016-07-07 11:51:28,65.3748216771,15.2540004486,15.404120433900001,80.0,07-07
SMS2001,20,1,2016-07-07 15:51:27,70.8648776185,14.819827863199999,16.4627218796,80.0,07-07
SMS2001,20,1,2016-07-07 17:51:27,79.0740445229,14.848019201500001,14.763767171300001,80.0,07-07
SMS2001,20,1,2016-07-07 19:51:27,83.51475524279999,14.489885021500001,14.6529318398,80.0,07-07
SMS2001,20,1,2016-07-07 21:51:27,85.5929138355,14.6254905156,14.073765726800001,80.0,07-07
SMS2001,20,1,2016-07-07 23:51:26,85.0563317048,14.7081353505,14.990588241,80.0,07-07
SMS2001,20,1,2016-07-08 01:51:26,82.27842587960002,14.5709283396,13.8515071707,80.0,07-08
SMS2001,20,1,2016-07-08 03:51:26,78.20778747199999,14.7917438747,13.1073855931,80.0,07-08
SMS2001,20,1,2016-07-08 05:51:26,73.97488550130002,14.848019201500001,13.779288967000001,80.0,07-08
SMS2001,20,1,2016-07-08 07:51:21,71.0902109478,14.5981560422,13.2777494315,80.0,07-08
SMS2001,20,1,2016-07-08 09:51:21,69.4591425328,14.3045044907,13.568182843099999,80.0,07-08
SMS2001,20,1,2016-07-08 11:51:25,68.2254234968,14.2524918369,13.409686046400001,80.0,07-08
SMS2001,20,1,2016-07-08 13:51:25,67.4417323176,13.8032584438,12.765975129800001,76.5704557833,07-08
SMS2001,20,1,2016-07-08 15:51:25,68.1694115011,13.8515071707,12.3298452474,75.5179718067,07-08
SMS2001,20,1,2016-07-08 17:51:25,71.5976622399,13.6609844359,13.0865317474,80.0,07-08
SMS2001,20,1,2016-07-15 09:58:36,70.1333553539,13.3432684339,10.6295441199,57.082709858,07-15
SMS2001,20,1,2016-07-18 13:58:32,70.0771339782,13.149386478,10.6703762077,53.633376534300005,07-18
SMS2001,20,1,2016-07-18 15:58:32,71.5412472114,12.8635237127,10.7463354946,53.952614959399995,07-18
SMS2001,20,1,2016-07-18 17:58:32,77.1147874935,13.2777494315,10.6786566156,53.17880419300001,07-18
SMS2001,20,1,2016-07-18 19:58:32,76.9426246822,13.2777494315,10.535175562100001,53.89849280439999,07-18
SMS2001,20,1,2016-07-18 21:58:31,78.4962007932,13.2777494315,11.035923817,52.7067761975,07-18
SMS2001,20,1,2016-07-18 23:58:31,82.8662095557,13.2777494315,10.5660906036,54.007106629,07-18
SMS2001,20,1,2016-07-19 01:58:31,79.4214176154,13.149386478,10.6786566156,53.633376534300005,07-19
SMS2001,20,1,2016-07-19 03:58:31,76.2550612429,13.0451161992,10.703733080900001,53.89849280439999,07-19
SMS2001,20,1,2016-07-19 05:58:30,72.0492752917,13.0657753534,10.535175562100001,52.8914990849,07-19
SMS2001,20,1,2016-07-19 07:58:30,70.2458188749,12.4340021304,10.6703762077,51.4132210546,07-19
SMS2001,20,1,2016-07-19 09:58:30,68.78585038359999,12.633341458599999,10.497241198200001,53.5814424699,07-19
SMS2001,20,1,2016-07-19 11:58:30,68.1694115011,12.633341458599999,10.5660906036,53.89849280439999,07-19
SMS2001,20,1,2016-07-19 13:58:30,68.1134049151,12.5413715175,10.5975381643,53.89849280439999,07-19
SMS2001,20,1,2016-07-19 15:58:29,70.6959562011,12.469432104200001,10.3176794247,56.8628165716,07-19
SMS2001,20,1,2016-07-19 17:58:29,73.8045448323,13.0865317474,10.497241198200001,53.427793468800004,07-19
SMS2001,20,1,2016-07-19 19:58:30,79.363486773,12.7276142423,10.8806665596,51.5948073204,07-19
SMS2001,20,1,2016-07-19 23:58:29,88.6646793849,13.024554070999999,10.5896249353,52.752452463400004,07-19
SMS2001,20,1,2016-07-20 01:58:28,89.9460604138,13.6609844359,10.4748395515,53.13005736149999,07-20
SMS2001,20,1,2016-07-20 03:58:28,79.4793627003,13.1283371006,10.6134697259,53.17880419300001,07-20
SMS2001,20,1,2016-07-20 05:58:28,73.6342918467,13.024554070999999,10.6376358894,52.985893018199995,07-20
SMS2001,20,1,2016-07-20 07:58:28,71.0902109478,12.903206640399999,10.5660906036,52.43967759270001,07-20
SMS2001,20,1,2016-07-20 09:58:27,69.515290748,12.5778851809,10.5975381643,53.17880419300001,07-20
SMS2001,20,1,2016-07-20 11:58:27,66.6589928243,12.6896267802,10.5975381643,52.66143378100001,07-20
SMS2001,20,1,2016-07-20 13:58:27,65.653823824,12.5232510679,10.5660906036,52.43967759270001,07-20
SMS2001,20,1,2016-07-20 15:58:27,75.5691789983,12.746747886300001,10.489744876,53.791351542799994,07-20
SMS2001,20,1,2016-07-20 17:58:27,82.1610705542,12.6896267802,10.5975381643,53.2278994542,07-20
SMS2001,20,1,2016-07-20 19:58:26,88.4217456507,13.1283371006,10.535175562100001,52.752452463400004,07-20
SMS2001,20,1,2016-07-20 21:58:26,87.0918635158,13.256108568599998,10.5047671653,52.9385254583,07-20
SMS2001,20,1,2016-07-20 23:58:26,95.3088781731,13.3213291722,10.5428558139,52.752452463400004,07-20
SMS2001,20,1,2016-07-21 01:58:26,94.35911832389999,13.3213291722,10.4526938115,52.22604455729999,07-21
SMS2001,20,1,2016-07-21 03:58:26,82.7485171951,13.191779666099999,10.6295441199,52.396307119,07-21
SMS2001,20,1,2016-07-21 05:58:26,75.3409115985,13.477007266400001,10.7291708689,53.17880419300001,07-21
SMS2001,20,1,2016-07-21 07:58:25,72.1622614903,13.2777494315,10.703733080900001,52.6164237358,07-21
SMS2001,20,1,2016-07-21 09:58:25,68.5055661159,13.0865317474,10.4235454212,52.22604455729999,07-21
SMS2001,20,1,2016-07-21 11:58:25,65.319031259,12.5413715175,10.4235454212,52.0203468005,07-21
SMS2001,20,1,2016-07-21 13:58:25,65.2632440786,12.5232510679,10.5975381643,52.7067761975,07-21
SMS2001,20,1,2016-07-21 15:58:24,78.3807953474,12.746747886300001,10.6703762077,52.844812437799995,07-21
SMS2001,20,1,2016-07-21 17:58:24,86.1310816304,12.633341458599999,10.5896249353,52.752452463400004,07-21
SMS2001,20,1,2016-07-21 19:58:24,92.6030631406,13.2131238836,10.6786566156,52.4833729985,07-21
SMS2001,20,1,2016-07-21 21:58:24,91.6089828212,13.3874466849,10.7899918413,51.4849891368,07-21
SMS2001,20,1,2016-07-21 23:58:24,99.9637911793,13.0865317474,10.5660906036,52.2681303041,07-21
SMS2001,20,1,2016-07-22 03:58:23,87.33288823950001,13.1283371006,10.6134697259,52.7067761975,07-22
SMS2001,20,1,2016-07-22 05:58:23,81.75084555069999,13.0865317474,10.7463354946,52.06086060689999,07-22
SMS2001,20,1,2016-07-22 07:58:23,77.9197053313,13.7554225503,10.7899918413,51.0061312979,07-22
SMS2001,20,1,2016-07-22 09:58:23,74.9988380694,13.024554070999999,10.703733080900001,52.22604455729999,07-22
SMS2001,20,1,2016-07-22 11:58:22,71.8234031139,12.943271476700001,10.7899918413,52.571744580600004,07-22
SMS2001,20,1,2016-07-22 13:58:22,71.372049887,13.1073855931,10.5975381643,53.427793468800004,07-22
SMS2001,20,1,2016-07-22 15:58:22,73.52083797899999,12.746747886300001,10.703733080900001,52.43967759270001,07-22
SMS2001,20,1,2016-07-22 17:58:22,78.4384913527,13.3213291722,10.6703762077,52.752452463400004,07-22
SMS2001,20,1,2016-07-22 19:58:21,83.1607415965,13.949247754100002,10.527526975499999,52.798464053100005,07-22
SMS2001,20,1,2016-07-22 21:58:21,82.3958478017,13.477007266400001,10.703733080900001,52.06086060689999,07-22
SMS2001,20,1,2016-07-22 23:58:21,88.058010202,13.7554225503,10.5660906036,52.310534976499994,07-22
SMS2001,20,1,2016-07-23 01:58:21,85.29461941550001,13.7554225503,10.6786566156,51.8613746396,07-23
SMS2001,20,1,2016-07-23 03:58:21,77.2296244384,13.1283371006,10.956653597999999,52.22604455729999,07-23
SMS2001,20,1,2016-07-23 05:58:20,72.6145484944,13.0865317474,10.5660906036,52.752452463400004,07-23
SMS2001,20,1,2016-07-23 09:58:20,67.2180004638,12.364210892100001,10.6295441199,52.43967759270001,07-23
SMS2001,20,1,2016-07-23 11:58:20,65.7654488372,12.2288413974,10.489744876,52.4833729985,07-23
SMS2001,20,1,2016-07-23 13:58:20,65.4306153756,12.163226890499999,10.966378705699999,51.0061312979,07-23
SMS2001,20,1,2016-07-23 15:58:19,73.4074221968,12.1795027167,10.5660906036,53.3271410088,07-23
SMS2001,20,1,2016-07-23 17:58:19,79.5373220753,12.469432104200001,10.5660906036,52.9385254583,07-23
SMS2001,20,1,2016-07-23 19:58:19,85.3542394727,12.903206640399999,10.763668751500001,52.571744580600004,07-23
SMS2001,20,1,2016-07-23 21:58:19,84.1062013293,13.3653075424,10.5739015592,52.8914990849,07-23
SMS2001,20,1,2016-07-23 23:58:19,94.1699364441,12.903206640399999,10.6703762077,51.5579103834,07-23
SMS2001,20,1,2016-07-24 01:58:18,93.7294903748,13.545236931600002,10.5583129303,52.2681303041,07-24
SMS2001,20,1,2016-07-24 03:58:18,81.4583146153,13.477007266400001,10.489744876,52.06086060689999,07-24
SMS2001,20,1,2016-07-24 05:58:18,73.3507284774,13.477007266400001,10.489744876,51.9801428262,07-24
SMS2001,20,1,2016-07-24 07:58:18,70.2458188749,13.2777494315,10.5428558139,51.9006582738,07-24
SMS2001,20,1,2016-07-24 09:58:17,66.2120954281,12.8635237127,10.527526975499999,52.0203468005,07-24
SMS2001,20,1,2016-07-24 11:58:17,63.7023445148,12.3298452474,10.4235454212,52.752452463400004,07-24
SMS2001,20,1,2016-07-24 13:58:17,63.535214851099994,12.051651316,10.482277795,52.22604455729999,07-24
SMS2001,20,1,2016-07-24 15:58:17,77.17219976140001,11.989717824100001,10.460047963,52.571744580600004,07-24
SMS2001,20,1,2016-07-24 17:58:17,85.83190140939999,12.3298452474,10.6953346492,51.9006582738,07-24
SMS2001,20,1,2016-07-24 19:58:17,92.2916999542,12.312793948,10.4307930917,51.6694815608,07-24
SMS2001,20,1,2016-07-24 21:58:16,90.1299547537,12.5413715175,10.4307930917,52.2681303041,07-24
SMS2001,20,1,2016-07-24 23:58:16,99.8979744988,12.614764253599999,10.489744876,51.6694815608,07-24
SMS2001,20,1,2016-07-25 01:58:16,98.7843260017,12.746747886300001,10.4380667786,51.6694815608,07-25
SMS2001,20,1,2016-07-25 03:58:16,85.95151373659998,13.3874466849,10.4091265205,51.8613746396,07-25
SMS2001,20,1,2016-07-25 05:58:16,77.5744356813,13.707998291600001,10.4453668843,50.6374048753,07-25
SMS2001,20,1,2016-07-25 07:58:15,72.9541328647,13.3432684339,10.3876832439,51.6319971976,07-25
SMS2001,20,1,2016-07-25 09:58:15,70.02091946819999,12.670772471400001,10.527526975499999,51.5579103834,07-25
